,client_id,start,step_1,step_2,step_3,confirm,Variation,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth
9874,1976268,1,1,2,2,1,Control,5.0,68.0,22.5,U,2.0,41345.91,3.0,6.0
9877,1976918,1,1,1,1,0,Control,5.0,64.0,22.0,U,2.0,46670.77,0.0,3.0
9879,1977277,0,0,0,1,0,Control,7.0,84.0,56.0,U,2.0,736427.4800000001,4.0,7.0
9883,1978167,1,1,1,1,1,Control,15.0,191.0,51.5,F,2.0,124991.06,1.0,4.0
9886,1978655,1,1,1,1,3,Control,21.0,262.0,61.0,U,3.0,64654.32,0.0,3.0
9888,1979382,9,2,3,3,0,Control,4.0,58.0,56.0,U,2.0,26152.54,1.0,4.0
9889,1979389,1,1,1,1,1,Control,7.0,95.0,70.5,U,2.0,1190869.14,6.0,9.0
9891,1979816,1,0,0,0,0,Control,6.0,83.0,44.0,U,2.0,33854.05,6.0,9.0
9899,1981098,1,0,0,0,0,Control,17.0,213.0,66.0,F,2.0,103656.29,3.0,6.0
9903,1981941,1,1,1,1,0,Control,22.0,270.0,27.0,U,2.0,73324.13,1.0,4.0
9906,1982276,2,0,0,0,0,Control,7.0,94.0,45.0,U,2.0,41193.82,5.0,8.0
9909,1982805,1,1,1,1,1,Control,21.0,254.0,49.5,M,2.0,63925.48,3.0,6.0
9910,1982824,3,2,4,4,1,Control,13.0,161.0,32.5,F,4.0,313353.45,6.0,9.0
9915,1983405,1,1,1,1,1,Control,9.0,119.0,60.5,F,2.0,62774.51,1.0,4.0
9917,1983898,1,0,0,0,0,Control,6.0,81.0,63.0,U,3.0,105111.11,1.0,4.0
9918,1984039,3,3,3,1,1,Control,4.0,58.0,47.5,U,2.0,53627.67999999999,3.0,6.0
9919,1984136,1,1,1,1,0,Control,27.0,333.0,70.0,M,3.0,212121.88,4.0,7.0
9921,1984672,2,1,2,2,0,Control,7.0,90.0,31.0,U,2.0,34571.25,1.0,5.0
9923,1985555,1,0,0,0,0,Control,8.0,102.0,34.0,U,2.0,118855.07,6.0,9.0
9925,1986539,1,1,1,1,1,Control,4.0,58.0,24.5,U,3.0,47470.34,2.0,5.0
9926,1986592,1,2,2,2,1,Control,14.0,172.0,28.5,F,2.0,75130.67,2.0,6.0
9927,1986643,2,1,1,1,1,Control,22.0,273.0,51.0,M,2.0,50762.58,1.0,5.0
9929,1987034,1,0,0,0,0,Control,11.0,137.0,56.0,F,2.0,58148.48,2.0,5.0
9932,1988002,2,1,1,1,1,Control,8.0,103.0,37.0,U,2.0,43281.19,2.0,5.0
9936,1988961,5,3,1,1,1,Control,17.0,208.0,46.5,M,2.0,43547.44,3.0,6.0
9937,1989030,2,2,2,2,2,Control,5.0,71.0,51.0,U,2.0,48847.03,2.0,5.0
9939,1989165,1,1,1,1,1,Control,9.0,112.0,51.0,F,2.0,68846.32,0.0,4.0
9944,1990675,25,3,4,4,1,Control,9.0,110.0,57.5,F,2.0,30763.12,0.0,3.0
9945,1990708,1,1,1,1,1,Control,5.0,70.0,60.5,M,2.0,194092.4,5.0,8.0
9946,1990754,4,1,1,2,0,Control,11.0,136.0,54.0,M,2.0,99591.29,6.0,9.0
9947,1990964,3,0,0,0,0,Control,15.0,184.0,50.0,F,2.0,27152.18,2.0,5.0
9948,1991261,1,1,0,0,0,Control,16.0,201.0,45.0,M,3.0,116384.84,4.0,7.0
9949,1991344,1,1,2,1,1,Control,17.0,213.0,59.5,M,2.0,104213.44,3.0,6.0
9952,1991753,1,1,1,1,1,Control,6.0,73.0,32.5,U,2.0,54133.8,5.0,8.0
9953,1991959,1,1,1,1,1,Control,8.0,106.0,48.0,F,2.0,25562.91,4.0,7.0
9954,1991963,1,0,0,0,0,Control,16.0,194.0,47.0,M,2.0,97218.65,2.0,5.0
9957,1992490,7,1,1,1,0,Control,4.0,58.0,54.0,U,2.0,45828.53999999999,0.0,3.0
9961,1993746,1,1,1,1,3,Control,22.0,267.0,63.5,M,2.0,122111.84,1.0,4.0
9962,1993765,4,0,0,0,0,Control,26.0,320.0,61.0,M,2.0,46270.95,3.0,6.0
9963,1993788,2,1,1,2,1,Control,12.0,155.0,62.5,F,2.0,560641.25,3.0,6.0
9965,1993947,2,2,2,2,1,Control,8.0,97.0,58.5,U,2.0,35026.03,0.0,3.0
9966,1994353,1,1,1,3,1,Control,14.0,177.0,59.5,F,2.0,35466.58,0.0,3.0
9968,1994826,1,1,1,1,1,Control,15.0,185.0,22.5,M,2.0,91804.98,3.0,6.0
9969,1994865,2,2,3,2,1,Control,6.0,82.0,20.5,U,2.0,43467.53999999999,1.0,4.0
9970,1995060,4,3,1,3,1,Control,15.0,190.0,34.5,M,2.0,179747.02999999997,3.0,6.0
9971,1995384,1,1,1,1,1,Control,10.0,122.0,37.5,M,2.0,75353.38,6.0,9.0
9974,1996689,2,2,1,1,1,Control,19.0,239.0,52.5,F,2.0,33140.36,5.0,8.0
9977,1997443,1,1,1,1,1,Control,9.0,109.0,25.5,M,2.0,25589.38,1.0,4.0
9978,1997445,4,0,0,0,0,Control,14.0,169.0,81.0,F,2.0,99036.41,3.0,6.0
9980,1998408,2,1,0,0,0,Control,10.0,128.0,47.0,F,2.0,41592.53999999999,2.0,5.0
9984,1999245,1,3,1,0,0,Control,12.0,155.0,35.0,F,2.0,60209.84,2.0,5.0
9991,2000326,1,1,1,1,1,Control,5.0,71.0,23.5,U,2.0,95070.17,6.0,9.0
9992,2000413,7,1,3,3,0,Control,4.0,57.0,66.0,U,2.0,444784.55,4.0,7.0
9993,2000438,1,1,1,1,1,Control,7.0,94.0,41.5,U,2.0,73830.36,1.0,4.0
9994,2000476,2,1,1,1,0,Control,15.0,182.0,52.0,U,2.0,43224.17,3.0,6.0
9995,2000786,1,0,0,0,0,Control,25.0,301.0,68.0,F,2.0,140652.4,2.0,5.0
9996,2001063,2,1,0,0,0,Control,10.0,126.0,35.0,U,2.0,93131.97,3.0,6.0
9997,2001068,1,0,0,0,0,Control,5.0,67.0,32.0,U,3.0,53797.42999999999,3.0,6.0
9998,2001185,2,1,1,1,7,Control,22.0,270.0,57.0,M,3.0,140494.22,4.0,7.0
9999,2001189,6,5,2,2,1,Control,33.0,396.0,63.5,U,2.0,34904.67,5.0,8.0
10000,2001275,1,0,0,0,0,Control,5.0,60.0,19.0,U,2.0,31699.12,0.0,3.0
10003,2001658,1,1,1,1,1,Control,9.0,118.0,37.5,M,2.0,72083.39,0.0,3.0
10004,2001821,0,1,2,2,1,Control,12.0,144.0,69.5,M,2.0,74839.79000000001,1.0,4.0
10005,2001996,1,1,1,1,1,Control,22.0,274.0,71.5,F,3.0,295542.38,6.0,9.0
10006,2002054,1,1,1,1,1,Control,10.0,121.0,31.5,F,2.0,35987.63,6.0,9.0
10009,2002497,1,1,1,1,3,Control,7.0,89.0,29.5,U,2.0,25415.95,2.0,5.0
10012,2003283,2,2,2,2,0,Control,12.0,155.0,65.0,F,2.0,24110.75,5.0,8.0
10013,2003392,1,1,1,1,1,Control,12.0,144.0,29.5,M,3.0,327836.15,4.0,7.0
10015,2004209,1,3,5,4,1,Control,5.0,69.0,47.5,U,2.0,177245.21999999997,4.0,7.0
10018,2005018,4,0,0,0,0,Control,5.0,64.0,23.0,M,2.0,125583.89,6.0,9.0
10024,2006271,1,0,0,0,0,Control,7.0,84.0,69.0,U,2.0,88409.5,4.0,7.0
10026,2006518,1,1,0,0,0,Control,15.0,182.0,63.0,M,2.0,92943.47,1.0,4.0
10027,2006522,1,2,2,2,1,Control,21.0,252.0,30.5,F,2.0,30389.23,1.0,5.0
10029,2006770,4,1,2,3,6,Control,9.0,117.0,65.5,M,2.0,223798.92,3.0,6.0
10032,2007632,3,1,1,1,3,Control,12.0,148.0,66.5,M,2.0,92546.38,1.0,4.0
10036,2008126,2,3,4,2,0,Control,15.0,189.0,59.0,M,2.0,30380.04,3.0,6.0
10037,2008196,2,1,1,1,1,Control,28.0,338.0,64.5,M,2.0,90759.87,5.0,8.0
10038,2008219,1,1,1,1,1,Control,22.0,272.0,81.0,M,2.0,34446.13,3.0,6.0
10039,2008244,1,1,3,3,1,Control,5.0,70.0,51.5,U,2.0,34390.02,1.0,4.0
10040,2008364,1,1,1,1,1,Control,7.0,94.0,31.5,U,2.0,69650.43,6.0,9.0
10043,2008597,2,0,0,0,0,Control,10.0,122.0,32.0,U,2.0,57568.66,6.0,9.0
10044,2009302,1,1,1,1,1,Control,7.0,92.0,61.5,U,2.0,74971.56,2.0,5.0
10047,2010054,9,3,0,0,0,Control,10.0,121.0,70.0,M,2.0,69902.41,6.0,9.0
10048,2010239,4,2,1,1,0,Control,21.0,263.0,62.0,F,3.0,105888.16,1.0,4.0
10052,2010561,1,1,1,1,1,Control,19.0,239.0,39.5,M,2.0,56695.63,3.0,6.0
10053,2010706,2,1,1,1,1,Control,23.0,276.0,27.5,M,2.0,555604.52,6.0,9.0
10055,2010851,4,3,1,1,1,Control,12.0,148.0,55.5,M,2.0,1007600.28,6.0,9.0
10057,2011557,1,1,1,1,1,Control,9.0,118.0,31.5,F,3.0,64445.03,3.0,6.0
10058,2011573,1,1,3,3,1,Control,5.0,68.0,78.5,F,2.0,67766.26999999999,1.0,5.0
10059,2011854,1,1,1,1,1,Control,16.0,194.0,57.5,M,2.0,145382.72999999998,3.0,6.0
10062,2012634,3,0,0,0,0,Control,12.0,154.0,57.0,F,2.0,46095.1,2.0,5.0
10066,2013566,1,1,1,3,1,Control,7.0,90.0,20.5,U,2.0,39128.97,4.0,7.0
10067,2013589,1,1,1,1,1,Control,22.0,267.0,40.5,M,2.0,43393.87,1.0,4.0
10069,2013867,2,1,1,1,1,Control,13.0,165.0,50.5,F,2.0,248229.05,6.0,9.0
10070,2013905,2,1,0,0,0,Control,7.0,94.0,21.0,F,2.0,32691.32,2.0,5.0
10071,2014286,2,1,1,1,0,Control,20.0,247.0,83.0,F,2.0,193640.47,5.0,8.0
10073,2014514,4,3,1,1,0,Control,7.0,95.0,59.0,U,2.0,46304.87,2.0,5.0
10076,2014783,2,0,0,0,0,Control,21.0,254.0,44.0,M,3.0,327658.21,5.0,8.0
10078,2015091,2,3,4,2,1,Control,4.0,58.0,25.5,U,2.0,27780.84,1.0,4.0
10079,2015094,4,2,2,3,0,Control,19.0,238.0,58.0,M,2.0,73060.45,5.0,8.0
10081,2015197,5,6,5,3,1,Control,7.0,90.0,70.0,U,2.0,38517.31,2.0,6.0
10082,2015570,1,2,1,1,0,Control,7.0,90.0,49.0,F,2.0,24036.82,1.0,4.0
10084,2016166,1,2,2,1,1,Control,6.0,76.0,30.0,U,2.0,56278.77,6.0,9.0
10086,2016479,2,1,1,1,1,Control,7.0,90.0,30.5,U,2.0,86807.9,6.0,9.0
10089,2016971,1,1,1,1,1,Control,30.0,368.0,68.5,M,2.0,435299.0,3.0,6.0
10090,2017198,5,0,0,0,0,Control,22.0,264.0,47.0,F,2.0,28498.7,1.0,4.0
10093,2019076,2,1,1,1,1,Control,6.0,75.0,32.0,U,2.0,60308.7,2.0,5.0
10098,2020418,3,2,2,1,2,Control,14.0,179.0,51.0,M,2.0,40484.34,6.0,9.0
10099,2020501,3,3,1,1,1,Control,12.0,153.0,44.5,M,3.0,44861.7,5.0,8.0
10103,2021214,2,1,0,0,0,Control,18.0,216.0,44.0,F,2.0,73723.38,0.0,3.0
10107,2022026,1,1,1,1,1,Control,12.0,148.0,29.5,F,3.0,99761.49,3.0,6.0
10108,2023072,1,0,0,0,0,Control,15.0,187.0,55.0,M,2.0,32097.86,2.0,6.0
10109,2023168,1,1,0,0,0,Control,11.0,135.0,47.0,M,3.0,311693.95,2.0,5.0
10110,2023345,2,2,1,1,1,Control,30.0,365.0,62.5,F,3.0,667052.93,2.0,7.0
10113,2023853,2,1,1,1,1,Control,15.0,190.0,47.5,F,2.0,62270.77,0.0,3.0
10117,2024619,2,0,0,0,0,Control,20.0,245.0,35.0,M,3.0,136673.28999999998,6.0,9.0
10119,2024733,1,0,0,0,0,Control,16.0,192.0,43.0,M,3.0,762128.0900000001,6.0,9.0
10123,2025734,1,1,1,1,1,Control,6.0,74.0,37.5,U,2.0,54248.33,1.0,4.0
10124,2025761,4,2,2,3,0,Control,9.0,113.0,33.0,M,2.0,29069.94,2.0,5.0
10127,2026269,1,1,1,1,1,Control,7.0,95.0,27.0,M,3.0,158070.15999999997,5.0,8.0
10129,2026557,1,1,1,1,2,Control,11.0,141.0,49.5,F,2.0,52168.32,3.0,6.0
10130,2026560,1,1,1,1,1,Control,6.0,73.0,45.0,U,2.0,66434.79000000001,1.0,4.0
10133,2027427,1,1,1,0,0,Control,6.0,82.0,43.0,F,2.0,61891.14,3.0,6.0
10134,2027429,2,0,0,0,0,Control,4.0,58.0,19.0,U,2.0,28870.38,0.0,3.0
10137,2028457,3,2,1,1,3,Control,15.0,185.0,36.5,M,2.0,166563.84999999998,6.0,9.0
10139,2028518,1,3,1,1,0,Control,14.0,178.0,63.0,F,2.0,44795.92,0.0,3.0
10140,2028637,8,2,3,2,1,Control,11.0,136.0,38.0,F,4.0,476126.16,4.0,7.0
10142,2029059,1,1,1,1,1,Control,22.0,272.0,50.0,F,2.0,144666.52000000002,1.0,4.0
10144,2029526,1,0,0,0,0,Control,11.0,136.0,33.0,M,3.0,227852.37,6.0,9.0
10146,2029999,3,1,1,1,1,Control,13.0,158.0,72.5,M,2.0,220369.23,4.0,7.0
10147,2030016,2,1,2,2,1,Control,7.0,86.0,45.5,U,2.0,43886.44,6.0,9.0
10150,2030720,7,1,1,0,0,Control,21.0,257.0,62.0,F,4.0,178123.46999999997,2.0,5.0
10157,2032495,1,1,0,0,0,Control,15.0,191.0,88.0,M,2.0,479777.27,3.0,6.0
10158,2032704,1,1,1,1,1,Control,11.0,137.0,31.5,F,2.0,25483.53,2.0,5.0
10160,2033133,2,2,2,2,1,Control,15.0,181.0,38.5,M,2.0,78196.43,6.0,9.0
10163,2033411,1,1,1,1,1,Control,15.0,180.0,70.5,M,2.0,32652.07,2.0,5.0
10164,2033798,9,6,0,0,0,Control,14.0,174.0,74.0,M,2.0,392412.77,6.0,9.0
10170,2035117,1,1,1,1,1,Control,6.0,77.0,55.5,U,2.0,47939.37,2.0,5.0
10172,2035789,1,2,1,1,1,Control,11.0,137.0,50.0,F,2.0,51880.71,2.0,5.0
10174,2036106,1,1,0,0,0,Control,21.0,253.0,41.0,M,3.0,94699.45,3.0,6.0
10175,2036184,1,2,1,0,0,Control,6.0,83.0,28.0,U,2.0,32261.82,5.0,8.0
10176,2036303,1,0,0,0,0,Control,11.0,142.0,43.0,F,2.0,63004.96,0.0,3.0
10178,2036502,2,2,2,2,1,Control,23.0,282.0,72.5,F,2.0,248831.74,0.0,3.0
10182,2036837,4,2,1,1,0,Control,10.0,124.0,87.0,F,2.0,47140.5,2.0,6.0
10183,2037145,1,1,1,1,1,Control,13.0,157.0,57.5,F,4.0,532954.31,5.0,8.0
10184,2037181,2,2,3,3,1,Control,4.0,57.0,67.5,U,2.0,862293.02,3.0,6.0
10186,2038365,1,1,1,1,1,Control,11.0,140.0,57.5,M,2.0,207127.54,0.0,3.0
10187,2038553,5,3,2,1,1,Control,6.0,78.0,59.5,U,5.0,84382.73,5.0,8.0
10189,2038707,1,1,1,1,1,Control,5.0,67.0,25.5,U,4.0,75376.73999999999,0.0,3.0
10192,2038954,1,0,0,0,0,Control,5.0,65.0,44.0,U,4.0,81634.45999999999,6.0,9.0
10193,2039024,1,1,1,2,0,Control,16.0,193.0,62.0,U,2.0,177750.55,2.0,5.0
10194,2039070,1,1,1,1,1,Control,7.0,94.0,28.5,U,2.0,79315.35,6.0,9.0
10196,2039364,2,1,1,1,1,Control,9.0,109.0,48.0,U,2.0,116871.75,6.0,9.0
10198,2039692,2,1,0,0,0,Control,6.0,72.0,47.0,U,2.0,84441.31,0.0,3.0
10199,2040428,1,1,0,0,0,Control,20.0,248.0,43.0,F,2.0,24528.0,4.0,7.0
10200,2040881,2,2,2,2,1,Control,4.0,59.0,34.5,U,3.0,157263.01,5.0,8.0
10201,2040900,2,2,2,1,1,Control,5.0,68.0,39.5,U,2.0,32227.7,6.0,9.0
10206,2041645,1,1,1,1,1,Control,28.0,340.0,66.5,M,2.0,503028.79,2.0,5.0
10208,2041757,1,0,0,0,0,Control,13.0,157.0,30.0,F,2.0,34798.21,0.0,3.0
10210,2041839,1,1,1,1,1,Control,10.0,128.0,32.5,F,2.0,71598.06,1.0,4.0
10211,2041875,2,3,4,2,1,Control,21.0,261.0,62.5,F,3.0,370454.22,5.0,8.0
10212,2041937,1,0,0,0,0,Control,20.0,242.0,65.0,M,2.0,97723.99,6.0,9.0
10220,2044540,2,1,1,1,1,Control,12.0,151.0,30.0,F,2.0,32556.45,1.0,4.0
10221,2044842,1,0,0,0,0,Control,3.0,45.0,51.0,U,2.0,331068.19,6.0,9.0
10222,2045087,1,1,1,1,1,Control,10.0,129.0,61.5,F,2.0,33280.369999999995,2.0,5.0
10224,2045179,6,2,0,0,0,Control,16.0,198.0,58.0,F,2.0,106703.74,2.0,5.0
10225,2045369,1,1,1,1,1,Control,34.0,418.0,61.5,F,3.0,71486.82,4.0,7.0
10228,2046788,1,1,1,1,1,Control,4.0,58.0,56.5,U,2.0,46757.73,6.0,9.0
10230,2047305,1,1,1,1,1,Control,15.0,191.0,74.5,M,2.0,161132.36,6.0,9.0
10232,2047755,3,4,1,1,1,Control,8.0,103.0,28.5,U,2.0,61244.84,6.0,9.0
10233,2047867,2,2,3,1,1,Control,7.0,95.0,37.5,U,2.0,40917.35,1.0,4.0
10234,2047876,3,2,2,2,1,Control,9.0,109.0,71.0,M,2.0,70196.36,6.0,9.0
10240,2048565,1,0,0,0,0,Control,12.0,149.0,72.0,F,2.0,58596.58,1.0,5.0
10242,2048981,3,2,0,0,0,Control,11.0,143.0,72.0,F,2.0,123635.93,5.0,8.0
10245,2049570,1,2,2,2,1,Control,22.0,264.0,42.5,M,2.0,34282.73,1.0,4.0
10246,2049672,1,1,1,1,1,Control,11.0,133.0,52.5,M,2.0,93026.65,4.0,7.0
10249,2050426,1,1,1,0,0,Control,12.0,154.0,52.0,M,2.0,30218.54,5.0,8.0
10250,2050489,2,2,0,0,0,Control,32.0,392.0,68.0,F,4.0,358649.42,6.0,9.0
10251,2050840,2,2,2,2,1,Control,12.0,148.0,47.5,F,2.0,75376.23,2.0,5.0
10252,2050885,2,1,1,1,1,Control,5.0,60.0,46.5,M,2.0,40558.77,6.0,9.0
10253,2051216,3,0,0,0,0,Control,21.0,261.0,58.0,M,3.0,169812.87,2.0,5.0
10254,2052058,1,1,1,1,0,Control,16.0,201.0,60.0,F,2.0,116297.6,4.0,7.0
10255,2052157,1,1,1,1,0,Control,12.0,149.0,36.0,M,2.0,100149.3,0.0,4.0
10257,2052549,1,1,1,1,1,Control,6.0,80.0,72.0,U,2.0,197046.41,6.0,9.0
10259,2052733,1,1,1,1,1,Control,22.0,274.0,55.5,M,4.0,284025.34,2.0,6.0
10260,2052761,1,1,1,0,0,Control,12.0,145.0,31.0,M,2.0,67599.18,0.0,3.0
10263,2053183,1,1,1,1,1,Control,21.0,255.0,51.5,F,2.0,102873.14,1.0,4.0
10265,2053248,2,2,1,1,1,Control,20.0,243.0,19.5,M,2.0,44145.46,0.0,3.0
10267,2053769,5,1,1,1,1,Control,24.0,288.0,64.5,F,2.0,190969.67,6.0,9.0
10268,2053795,1,2,3,2,1,Control,15.0,189.0,56.5,M,2.0,60783.13,3.0,6.0
10271,2054719,4,2,1,1,1,Control,7.0,91.0,39.5,M,2.0,44628.67999999999,6.0,9.0
10273,2054906,1,0,0,0,0,Control,7.0,89.0,22.0,U,3.0,171565.44,5.0,8.0
10275,2055063,1,1,1,1,1,Control,22.0,270.0,30.0,M,3.0,165054.22999999998,6.0,9.0
10276,2055185,1,1,1,1,1,Control,5.0,67.0,51.0,F,2.0,70938.19,2.0,5.0
10277,2055307,1,1,0,0,0,Control,22.0,269.0,56.0,F,2.0,129548.55,2.0,5.0
10278,2055445,1,1,3,1,1,Control,8.0,100.0,74.5,U,2.0,852287.4600000001,6.0,9.0
10281,2056063,1,1,1,1,1,Control,7.0,91.0,26.5,U,2.0,74399.1,6.0,9.0
10282,2056534,1,1,0,0,0,Control,6.0,82.0,32.0,U,2.0,51161.3,1.0,4.0
10283,2056567,5,4,3,2,1,Control,11.0,134.0,42.0,M,2.0,33259.33,0.0,3.0
10288,2056993,1,0,0,0,0,Control,9.0,115.0,36.0,M,3.0,49503.24,5.0,8.0
10289,2057277,4,6,1,0,0,Control,5.0,69.0,26.0,U,2.0,51566.28999999999,6.0,9.0
10290,2057447,1,0,0,0,0,Control,20.0,250.0,40.0,F,2.0,55884.24,0.0,3.0
10291,2057492,1,1,1,1,1,Control,5.0,65.0,61.0,U,2.0,570367.9400000001,6.0,9.0
10294,2057773,1,1,1,1,1,Control,16.0,197.0,76.5,M,2.0,222410.0,3.0,6.0
10299,2058329,1,0,0,0,0,Control,13.0,156.0,81.0,F,3.0,2840039.54,1.0,5.0
10300,2058346,1,0,0,0,0,Control,22.0,270.0,21.0,F,3.0,219491.49,6.0,9.0
10302,2058971,3,2,3,3,1,Control,13.0,157.0,32.5,M,2.0,81881.28,2.0,5.0
10303,2059028,1,1,1,1,1,Control,5.0,70.0,48.0,U,2.0,43514.59,3.0,6.0
10304,2059033,1,1,1,1,1,Control,25.0,301.0,49.5,F,3.0,68723.82,2.0,5.0
10305,2059285,1,1,1,1,1,Control,14.0,169.0,43.5,M,2.0,96657.12,3.0,6.0
10306,2059449,1,1,1,1,1,Control,4.0,56.0,24.5,M,3.0,47245.33,3.0,6.0
10309,2059935,2,2,2,2,0,Control,9.0,108.0,59.0,F,2.0,188578.88,1.0,4.0
10315,2061195,2,1,1,0,0,Control,9.0,111.0,57.0,F,2.0,107654.78,2.0,5.0
10317,2061267,4,3,0,0,0,Control,7.0,94.0,67.0,U,2.0,52963.05,5.0,8.0
10318,2061268,3,1,1,1,0,Control,20.0,249.0,70.0,F,4.0,282172.37,3.0,6.0
10319,2061471,1,1,1,1,3,Control,15.0,181.0,51.0,F,2.0,36109.86,1.0,4.0
10321,2061626,1,1,1,1,1,Control,13.0,159.0,56.5,M,2.0,118233.74,4.0,7.0
10322,2061668,1,1,2,2,1,Control,6.0,76.0,31.5,U,3.0,528380.88,4.0,7.0
10324,2061985,2,1,1,1,0,Control,5.0,61.0,66.0,U,2.0,128247.25,2.0,5.0
10325,2062199,2,1,0,0,0,Control,5.0,71.0,48.0,U,2.0,28474.35,3.0,6.0
10326,2062413,4,0,0,0,0,Control,4.0,59.0,24.0,U,2.0,33633.81,0.0,3.0
10329,2062588,1,1,1,1,1,Control,12.0,145.0,31.5,M,2.0,33061.899999999994,3.0,6.0
10331,2063057,1,1,1,0,0,Control,16.0,202.0,41.0,F,2.0,53030.25,0.0,3.0
10332,2063178,1,0,0,0,0,Control,7.0,84.0,67.0,U,2.0,91964.36,4.0,7.0
10334,2063428,2,0,0,0,0,Control,13.0,165.0,48.0,F,2.0,62068.54,3.0,6.0
10335,2063805,2,2,2,1,1,Control,10.0,131.0,34.5,F,2.0,86329.2,5.0,8.0
10339,2064344,1,1,2,2,1,Control,8.0,96.0,68.5,U,2.0,157376.52000000002,6.0,9.0
10341,2065024,1,1,1,1,0,Control,7.0,88.0,31.0,U,2.0,78834.43,4.0,8.0
10346,2066508,2,1,1,1,1,Control,17.0,215.0,69.5,M,2.0,227797.36,6.0,9.0
10347,2066750,1,0,0,0,0,Control,15.0,181.0,51.0,F,2.0,32307.66,1.0,4.0
10349,2066863,3,1,1,0,0,Control,14.0,179.0,62.0,U,2.0,34137.41,3.0,8.0
10350,2067289,2,1,1,2,0,Control,14.0,179.0,58.0,F,2.0,239837.57,6.0,9.0
10351,2067466,5,2,0,0,0,Control,21.0,263.0,67.0,M,2.0,273536.21,6.0,9.0
10353,2067540,2,2,1,1,1,Control,8.0,99.0,55.5,U,3.0,124976.86,6.0,9.0
10355,2067617,1,1,1,0,0,Control,9.0,110.0,62.0,M,2.0,50253.64,6.0,9.0
10356,2068284,1,0,0,0,0,Control,20.0,250.0,53.0,M,3.0,132356.41,3.0,6.0
10358,2068892,2,2,0,0,0,Control,15.0,190.0,34.0,F,2.0,28144.28,0.0,3.0
10359,2068954,1,1,1,1,1,Control,4.0,58.0,61.5,U,2.0,42725.94,1.0,4.0
10361,2069251,1,1,1,1,1,Control,11.0,141.0,32.5,M,2.0,40612.13,6.0,9.0
10364,2069824,2,2,1,1,4,Control,13.0,167.0,50.5,F,2.0,52157.46,6.0,9.0
10366,2070184,1,1,1,1,1,Control,15.0,182.0,48.5,U,2.0,205215.64,0.0,3.0
10368,2070486,2,1,1,0,0,Control,22.0,271.0,24.0,U,2.0,102953.19,2.0,5.0
10370,2070948,1,1,1,1,1,Control,7.0,92.0,26.5,U,2.0,148928.46,6.0,9.0
10371,2071011,2,2,1,1,1,Control,5.0,71.0,27.5,U,2.0,35587.39,0.0,3.0
10372,2071121,1,1,1,1,1,Control,6.0,80.0,26.0,U,3.0,37069.79,4.0,7.0
10373,2071719,2,2,1,1,1,Control,17.0,212.0,59.0,F,2.0,96850.45,3.0,6.0
10374,2071744,2,1,1,3,1,Control,8.0,97.0,25.5,U,2.0,37396.13,0.0,3.0
10375,2071841,3,1,1,1,1,Control,20.0,241.0,81.5,M,3.0,577243.76,0.0,3.0
10377,2072755,1,1,1,1,0,Control,9.0,119.0,29.0,F,2.0,71367.59,0.0,3.0
10378,2073001,1,2,1,1,1,Control,23.0,287.0,62.0,F,2.0,168328.52000000002,0.0,3.0
10382,2073658,1,1,1,1,1,Control,11.0,141.0,59.5,M,2.0,35768.85,5.0,8.0
10384,2074094,1,1,1,1,1,Control,5.0,60.0,25.0,M,2.0,29343.6,0.0,3.0
10385,2074688,1,1,3,3,1,Control,6.0,75.0,46.5,F,2.0,50018.81,6.0,9.0
10387,2075007,3,1,1,1,2,Control,5.0,70.0,33.0,U,2.0,110765.24,6.0,9.0
10392,2076087,1,1,1,1,1,Control,2.0,35.0,29.5,U,2.0,30085.17,2.0,5.0
10395,2077203,2,1,1,0,0,Control,10.0,125.0,42.0,M,3.0,97759.97,6.0,9.0
10396,2077336,2,1,1,3,0,Control,22.0,268.0,72.0,M,2.0,29695.76,6.0,9.0
10400,2078407,1,1,1,1,1,Control,5.0,70.0,38.5,U,2.0,32581.61,2.0,5.0
10403,2078711,2,1,1,1,1,Control,12.0,155.0,48.5,F,2.0,86016.72,1.0,4.0
10407,2079235,2,0,0,0,0,Control,6.0,74.0,26.0,U,2.0,33087.82,1.0,4.0
10410,2079465,2,2,2,1,1,Control,4.0,59.0,18.0,U,2.0,25022.78,1.0,4.0
10413,2080022,2,1,1,1,1,Control,14.0,176.0,48.5,F,2.0,299068.24,6.0,9.0
10415,2080265,1,0,0,0,0,Control,34.0,409.0,33.0,F,2.0,38953.04,1.0,4.0
10416,2080581,2,2,0,0,0,Control,16.0,199.0,43.0,F,2.0,27891.01,6.0,9.0
10422,2081736,1,1,1,1,1,Control,4.0,58.0,59.5,U,2.0,38237.45,5.0,8.0
10425,2082482,2,3,0,0,0,Control,8.0,106.0,50.0,F,3.0,33375.94,3.0,6.0
10428,2082886,5,4,3,3,1,Control,9.0,114.0,37.0,M,3.0,338265.98,6.0,9.0
10429,2082931,4,5,6,5,1,Control,24.0,291.0,83.0,F,2.0,100649.43,6.0,9.0
10436,2084512,2,0,0,0,0,Control,22.0,264.0,67.0,M,4.0,70509.82,2.0,5.0
10437,2084517,2,1,1,1,1,Control,14.0,170.0,18.0,M,2.0,68654.92,2.0,5.0
10439,2084978,3,1,4,4,5,Control,6.0,72.0,62.5,U,2.0,71846.09,3.0,6.0
